candidate_id,rank,model,creator,slug,variant_group,score_full_precision,final_score,score_scale,ranking_key,coding_core_score,coding_extension_bonus,coding_extension_tests,coding_score_full_precision,coding_score,coding_points_full_precision,coding_points,agentic-tool-work_core_score,agentic-tool-work_extension_bonus,agentic-tool-work_extension_tests,agentic-tool-work_score_full_precision,agentic-tool-work_score,agentic-tool-work_points_full_precision,agentic-tool-work_points,hard-reasoning_core_score,hard-reasoning_extension_bonus,hard-reasoning_extension_tests,hard-reasoning_score_full_precision,hard-reasoning_score,hard-reasoning_points_full_precision,hard-reasoning_points,knowledge-science_core_score,knowledge-science_extension_bonus,knowledge-science_extension_tests,knowledge-science_score_full_precision,knowledge-science_score,knowledge-science_points_full_precision,knowledge-science_points,instruction-context_core_score,instruction-context_extension_bonus,instruction-context_extension_tests,instruction-context_score_full_precision,instruction-context_score,instruction-context_points_full_precision,instruction-context_points,points_sum_full_precision
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,1,Claude Fable 5 (with fallback),Anthropic,claude-fable-5,claude fable 5 with fallback,69.296724066603261,69.296724,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,60.1852,15.856151,2,76.041351113926851,76.041351,15.208270222785369,15.20827,76.6667,23.653166,7,100,100.0,20,20.0,52.751658,0.0,0,52.751658080249122,52.751658,10.550331616049824,10.550332,67.046796,0.0,0,67.046796302992902,67.046796,13.409359260598581,13.409359,46.80251,3.841305,1,50.643814835847373,50.643815,10.128762967169473,10.128763,69.296724066603261
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,2,GPT-5.6 Sol (max),OpenAI,gpt-5-6-sol,gpt 5 6 sol,67.999744133410246,67.999744,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,56.1343,17.825454,2,73.959754384357907,73.959754,14.791950876871581,14.791951,77.6667,23.653166,6,100,100.0,20,20.0,53.182692,0.0,0,53.182691834111438,53.182692,10.636538366822288,10.636538,62.781093,0.0,1,62.781093208869954,62.781093,12.556218641773992,12.556219,50.075181,0.0,1,50.075181239711966,50.075181,10.015036247942394,10.015036,67.999744133410246
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,3,Claude Opus 5 (max),Anthropic,claude-opus-5,claude opus 5,67.860045888288852,67.860046,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,55.6713,19.803087,2,75.474387434390962,75.474387,15.094877486878193,15.094877,75.6667,23.653166,4,99.31986550373118,99.319866,19.863973100746236,19.863973,53.023261,0.0,0,53.023260817630245,53.023261,10.604652163526048,10.604652,64.523722,0.0,1,64.523722176141476,64.523722,12.904744435228295,12.904744,46.958994,0.0,0,46.958993509550439,46.958994,9.3917987019100888,9.391799,67.860045888288852
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,4,GPT-5.6 Terra (max),OpenAI,gpt-5-6-terra,gpt 5 6 terra,65.980528450190789,65.980528,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,53.9352,21.613559,2,75.548759263041205,75.548759,15.109751852608243,15.109752,79.6667,23.653166,5,100,100.0,20,20.0,49.201736,0.0,0,49.201736155313412,49.201736,9.8403472310626832,9.840347,56.26451,0.0,1,56.26451035874225,56.26451,11.25290207174845,11.252902,48.887636,0.0,0,48.887636473857064,48.887636,9.7775272947714136,9.777527,65.980528450190789
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,5,GPT-5.5 (xhigh),OpenAI,gpt-5-5,gpt 5 5,65.283348852460676,65.283349,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,56.1343,14.080154,2,70.214454252631867,70.214454,14.042890850526373,14.042891,79.0,22.111907,8,100,100.0,20,20.0,48.802921,0.0,0,48.802921013549941,48.802921,9.7605842027099872,9.760584,61.0929,0.0,1,61.092899685667831,61.0929,12.218579937133565,12.21858,46.306469,0.0,1,46.306469310453807,46.306469,9.2612938620907599,9.261294,65.283348852460676
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,6,Kimi K3 (max),Kimi,kimi-k3,kimi k3,63.921386062731372,63.921386,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,58.6806,10.442973,1,69.123572731710794,69.123573,13.824714546342159,13.824715,82.6667,20.567398,5,100,100.0,20,20.0,46.840036,0.0,0,46.84003612253003,46.840036,9.3680072245060053,9.368007,59.158017,0.0,1,59.158016954837358,59.158017,11.831603390967471,11.831603,44.008693,0.476612,1,44.485304504578671,44.485305,8.8970609009157346,8.897061,63.921386062731372
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,7,Claude Opus 4.8 (max),Anthropic,claude-opus-4-8,claude opus 4 8,62.405837679832956,62.405838,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,53.4722,19.040323,2,72.512522579399899,72.512523,14.502504515879981,14.502505,73.0,23.653166,6,96.653165503731174,96.653166,19.330633100746237,19.330633,45.368919,0.0,0,45.368918640273229,45.368919,9.0737837280546447,9.073784,58.47448,0.0,0,58.474480445753407,58.47448,11.694896089150681,11.694896,39.020101,0.0,1,39.020101230007079,39.020101,7.8040202460014152,7.80402,62.405837679832956
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,8,Qwen3.8 Max,Alibaba,qwen3-8-max,qwen3 8 max,61.737175176321315,61.737175,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,52.8935,16.666401,2,69.559900876344784,69.559901,13.911980175268956,13.91198,74.3333,23.653166,5,97.986465503731168,97.986466,19.597293100746231,19.597293,43.059326,0.0,0,43.059326117346089,43.059326,8.6118652234692163,8.611865,50.923806,3.087703,1,54.011509564622045,54.01151,10.802301912924408,10.802302,38.557308,5.511366,1,44.068673819562541,44.068674,8.8137347639125085,8.813735,61.737175176321315
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,9,GPT-5.4 (xhigh),OpenAI,gpt-5-4,gpt 5 4,61.125150339479291,61.12515,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,56.5972,7.290276,2,63.887476321502632,63.887476,12.777495264300526,12.777495,77.6667,17.55573,6,95.222429529630858,95.22243,19.044485905926173,19.044486,45.518017,0.0,0,45.518016578680829,45.518017,9.1036033157361658,9.103603,58.340801,0.0,1,58.340801152393432,58.340801,11.668160230478685,11.66816,42.657028,0.0,0,42.657028115188716,42.657028,8.5314056230377435,8.531406,61.125150339479291
v5_partial_credit_geometric_logsumexp_residual_t1_independent_audit_mean_plus_sqrt2_sd,10,GPT-5.6 Luna (max),OpenAI,gpt-5-6-luna,gpt 5 6 luna,60.516606353721791,60.516606,0-100 additive five-board points,unrounded_score_desc_then_slug_model_for_exact_ties,52.5463,16.889938,2,69.436237769869578,69.436238,13.887247553973916,13.887248,78.3333,19.376814,4,97.710113588625674,97.710114,19.542022717725136,19.542023,41.983093,0.0,0,41.983092681852142,41.983093,8.3966185363704291,8.396619,53.311021,0.0,1,53.311021198205211,53.311021,10.662204239641042,10.662204,40.142567,0.0,0,40.142566530056342,40.142567,8.0285133060112681,8.028513,60.516606353721791
